mean 100 episode reward,Success rate,% time spent exploring,Collision rate,episodes,steps
-202.9,0.0,99,0.0,2,35
-162.5,0.0,99,0.0,3,57
-154.4,0.0,99,0.0,4,81
-142.7,0.0,99,0.0,5,99
-156.5,0.0,98,0.0,6,139
-143.9,0.0,98,0.0,7,152
-151.5,0.0,98,0.14285714285714285,8,188
-144.6,0.0,98,0.125,9,203
-139.1,0.0,98,0.1111111111111111,10,218
-143.5,0.0,97,0.1,11,250
-145.4,0.0,97,0.09090909090909091,12,280
-141.6,0.0,97,0.08333333333333333,13,297
-148.2,0.0,96,0.07692307692307693,14,337
-151.2,0.0,96,0.07142857142857142,15,373
-151.8,0.0,96,0.06666666666666667,16,401
-146.8,0.0,96,0.0625,17,412
-146.3,0.0,96,0.058823529411764705,18,435
-148.4,0.05555555555555555,95,0.05555555555555555,19,474
-148.8,0.05263157894736842,95,0.10526315789473684,20,505
-145.3,0.05,95,0.15,21,519
-143.4,0.047619047619047616,95,0.14285714285714285,22,537
-141.0,0.045454545454545456,95,0.13636363636363635,23,552
-140.4,0.043478260869565216,94,0.13043478260869565,24,573
-140.1,0.041666666666666664,94,0.125,25,598
-139.0,0.04,94,0.12,26,617
-139.0,0.038461538461538464,94,0.11538461538461539,27,642
-138.2,0.037037037037037035,94,0.1111111111111111,28,662
-137.7,0.03571428571428571,93,0.10714285714285714,29,683
-137.6,0.034482758620689655,93,0.10344827586206896,30,707
-137.0,0.03333333333333333,93,0.1,31,729
-136.9,0.03225806451612903,93,0.0967741935483871,32,752
-135.7,0.03125,93,0.09375,33,769
-136.5,0.030303030303030304,92,0.09090909090909091,34,799
-136.4,0.029411764705882353,92,0.08823529411764706,35,822
-136.4,0.02857142857142857,92,0.08571428571428572,36,847
-137.2,0.027777777777777776,92,0.08333333333333333,37,877
-139.5,0.05405405405405406,91,0.08108108108108109,38,923
-138.6,0.05263157894736842,91,0.07894736842105263,39,942
-137.2,0.05128205128205128,91,0.07692307692307693,40,955
-136.4,0.05,91,0.075,41,973
-137.7,0.04878048780487805,90,0.07317073170731707,42,1009
-137.8,0.047619047619047616,90,0.07142857142857142,43,1035
-139.5,0.046511627906976744,90,0.09302325581395349,44,1073
-137.9,0.045454545454545456,90,0.09090909090909091,45,1084
-137.9,0.044444444444444446,90,0.08888888888888889,46,1108
-136.4,0.043478260869565216,89,0.08695652173913043,47,1119
-136.4,0.0425531914893617,89,0.0851063829787234,48,1144
-136.8,0.041666666666666664,89,0.08333333333333333,49,1173
-137.2,0.04081632653061224,89,0.08163265306122448,50,1201
-137.0,0.04,88,0.08,51,1223
-135.9,0.0392156862745098,88,0.0784313725490196,52,1236
-136.3,0.038461538461538464,88,0.07692307692307693,53,1265
-135.7,0.03773584905660377,88,0.07547169811320754,54,1282
-136.0,0.037037037037037035,88,0.09259259259259259,55,1309
-136.2,0.03636363636363636,87,0.10909090909090909,56,1335
-137.1,0.03571428571428571,87,0.10714285714285714,57,1370
-136.9,0.03508771929824561,87,0.10526315789473684,58,1391
-137.3,0.034482758620689655,87,0.10344827586206896,59,1419
-136.6,0.03389830508474576,87,0.1016949152542373,60,1435
-135.5,0.03333333333333333,86,0.1,61,1446
-136.1,0.03278688524590164,86,0.09836065573770492,62,1476
-135.3,0.03225806451612903,86,0.0967741935483871,63,1491
-135.1,0.031746031746031744,86,0.09523809523809523,64,1512
-135.7,0.03125,86,0.09375,65,1542
-134.9,0.03076923076923077,85,0.1076923076923077,66,1556
-135.1,0.030303030303030304,85,0.10606060606060606,67,1582
-134.6,0.029850746268656716,85,0.1044776119402985,68,1599
-134.9,0.029411764705882353,85,0.11764705882352941,69,1629
-136.0,0.028985507246376812,84,0.13043478260869565,70,1668
-135.7,0.02857142857142857,84,0.12857142857142856,71,1689
-135.9,0.028169014084507043,84,0.1267605633802817,72,1716
-135.8,0.027777777777777776,84,0.125,73,1737
-135.6,0.0273972602739726,84,0.1232876712328767,74,1758
-135.9,0.02702702702702703,83,0.12162162162162163,75,1787
-136.1,0.02666666666666667,83,0.12,76,1814
-136.4,0.02631578947368421,83,0.11842105263157894,77,1842
-135.9,0.025974025974025976,83,0.11688311688311688,78,1859
-136.0,0.02564102564102564,83,0.11538461538461539,79,1884
-136.3,0.02531645569620253,82,0.12658227848101267,80,1911
-135.6,0.025,82,0.125,81,1925
-135.1,0.024691358024691357,82,0.12345679012345678,82,1942
-134.7,0.024390243902439025,82,0.12195121951219512,83,1960
-135.0,0.024096385542168676,82,0.12048192771084337,84,1988
-134.7,0.023809523809523808,81,0.11904761904761904,85,2006
-134.6,0.023529411764705882,81,0.11764705882352941,86,2027
-134.1,0.023255813953488372,81,0.11627906976744186,87,2042
-133.6,0.022988505747126436,81,0.11494252873563218,88,2058
-133.3,0.022727272727272728,81,0.11363636363636363,89,2077
-133.6,0.02247191011235955,81,0.11235955056179775,90,2105
-133.6,0.022222222222222223,80,0.1111111111111111,91,2128
-133.2,0.02197802197802198,80,0.10989010989010989,92,2144
-132.4,0.021739130434782608,80,0.10869565217391304,93,2154
-131.9,0.021505376344086023,80,0.10752688172043011,94,2168
-131.8,0.02127659574468085,80,0.10638297872340426,95,2189
-132.1,0.021052631578947368,80,0.10526315789473684,96,2218
-132.2,0.020833333333333332,79,0.10416666666666667,97,2243
-132.2,0.020618556701030927,79,0.10309278350515463,98,2267
-132.4,0.02040816326530612,79,0.10204081632653061,99,2294
-132.3,0.020202020202020204,79,0.10101010101010101,100,2315
-132.8,0.02,78,0.1,101,2348
-132.9,0.03,78,0.1,102,2393
-133.6,0.03,78,0.11,103,2425
-134.5,0.03,77,0.11,104,2468
-134.1,0.03,77,0.11,105,2479
-132.9,0.03,77,0.11,106,2494
-133.0,0.03,77,0.11,107,2511
-132.9,0.03,77,0.1,108,2546
-133.1,0.03,76,0.1,109,2565
-134.0,0.03,76,0.1,110,2599
-133.1,0.03,76,0.1,111,2616
-132.7,0.03,76,0.1,112,2637
-133.4,0.03,75,0.11,113,2670
-132.2,0.03,75,0.11,114,2689
-131.4,0.03,75,0.11,115,2708
-131.2,0.03,75,0.11,116,2732
-131.8,0.03,75,0.11,117,2757
-131.2,0.03,75,0.11,118,2770
-130.8,0.02,74,0.11,119,2796
-130.9,0.02,74,0.11,120,2827
-132.0,0.02,74,0.11,121,2861
-131.8,0.02,74,0.11,122,2876
-132.4,0.02,73,0.11,123,2901
-131.7,0.02,73,0.11,124,2911
-131.9,0.02,73,0.11,125,2937
-131.8,0.02,73,0.11,126,2954
-131.2,0.02,73,0.11,127,2968
-130.7,0.02,73,0.11,128,2978
-130.2,0.02,73,0.12,129,2991
-130.6,0.02,72,0.12,130,3025
-130.5,0.02,72,0.12,131,3043
-130.0,0.02,72,0.12,132,3056
-130.0,0.02,72,0.12,133,3073
-129.8,0.02,72,0.12,134,3098
-129.7,0.02,71,0.12,135,3119
-129.8,0.02,71,0.12,136,3145
-129.2,0.02,71,0.12,137,3164
-128.6,0.01,71,0.12,138,3193
-129.1,0.01,71,0.12,139,3219
-129.4,0.01,70,0.12,140,3238
-129.7,0.01,70,0.12,141,3263
-128.9,0.01,70,0.12,142,3282
-128.5,0.01,70,0.12,143,3299
-128.1,0.01,70,0.11,144,3330
-128.9,0.01,69,0.11,145,3358
-128.2,0.01,69,0.12,146,3370
-128.5,0.01,69,0.13,147,3387
-129.2,0.01,69,0.13,148,3421
-128.7,0.01,69,0.13,149,3440
-128.8,0.01,68,0.13,150,3468
-129.5,0.01,68,0.13,151,3503
-130.0,0.01,68,0.13,152,3524
-129.7,0.01,68,0.13,153,3547
-130.5,0.01,67,0.14,154,3580
-130.8,0.01,67,0.14,155,3614
-130.5,0.01,67,0.13,156,3635
-130.4,0.01,66,0.13,157,3667
-130.5,0.01,66,0.13,158,3693
-129.8,0.01,66,0.13,159,3708
-130.4,0.01,66,0.13,160,3735
-130.7,0.01,66,0.13,161,3750
-130.2,0.01,66,0.13,162,3773
-131.0,0.01,65,0.13,163,3805
-130.8,0.01,65,0.13,164,3823
-130.6,0.01,65,0.13,165,3851
-132.0,0.01,64,0.12,166,3892
-131.9,0.01,64,0.12,167,3916
-131.9,0.01,64,0.12,168,3934
-131.9,0.01,64,0.11,169,3960
-131.6,0.01,64,0.1,170,3992
-131.9,0.01,63,0.1,171,4018
-131.5,0.01,63,0.1,172,4037
-131.3,0.01,63,0.1,173,4056
-131.2,0.01,63,0.1,174,4075
-131.0,0.01,63,0.1,175,4100
-130.8,0.01,62,0.1,176,4121
-131.2,0.01,62,0.11,177,4157
-132.3,0.01,62,0.11,178,4196
-132.2,0.01,62,0.11,179,4219
-131.5,0.01,61,0.11,180,4233
-132.6,0.01,61,0.11,181,4269
-133.3,0.01,61,0.11,182,4297
-133.8,0.01,61,0.11,183,4325
-133.6,0.01,60,0.11,184,4350
-134.1,0.01,60,0.11,185,4378
-134.7,0.01,60,0.11,186,4412
-135.1,0.01,60,0.11,187,4436
-135.3,0.01,59,0.11,188,4457
-135.5,0.01,59,0.11,189,4478
-135.1,0.01,59,0.11,190,4500
-134.9,0.01,59,0.12,191,4520
-134.8,0.01,59,0.12,192,4532
-136.2,0.01,58,0.12,193,4569
-137.7,0.01,58,0.13,194,4611
-138.4,0.01,58,0.13,195,4648
-137.6,0.01,58,0.13,196,4661
-137.4,0.01,57,0.13,197,4682
-137.3,0.01,57,0.13,198,4703
-137.2,0.01,57,0.13,199,4729
-137.0,0.01,57,0.13,200,4746
