mean 100 episode reward,episodes,steps,% time spent exploring
-8.0,2,19,99
-6.4,3,30,99
-5.8,4,41,99
-5.5,5,86,99
-5.3,6,97,99
-5.4,7,117,98
-5.2,8,145,98
-5.0,9,156,98
-7.5,10,199,98
-9.0,11,260,97
