mean 100 episode reward,episodes,steps,% time spent exploring
27.0,151,4313,61
26.7,152,4361,60
26.1,153,4377,60
26.9,154,4415,60
27.4,155,4432,60
27.4,156,4458,59
28.9,157,4480,59
29.1,158,4499,59
29.0,159,4529,59
29.7,160,4557,58
30.2,161,4574,58
30.4,162,4602,58
30.0,163,4619,58
29.9,164,4635,58
29.0,165,4663,58
28.8,166,4678,57
26.8,167,4701,57
26.9,168,4727,57
27.2,169,4749,57
27.2,170,4782,56
26.5,171,4833,56
26.7,172,4850,56
26.6,173,4868,56
26.9,174,4897,55
26.8,175,4921,55
27.6,176,4941,55
27.5,177,4954,55
27.9,178,5008,54
28.0,179,5027,54
27.4,180,5067,54
24.7,181,5146,53
25.3,182,5166,53
25.3,183,5199,53
25.3,184,5214,53
25.4,185,5233,52
25.7,186,5248,52
25.8,187,5272,52
27.5,188,5319,52
27.2,189,5331,52
27.2,190,5345,51
27.3,191,5356,51
27.4,192,5417,51
26.0,193,5433,51
25.7,194,5461,50
24.4,195,5474,50
24.1,196,5495,50
23.8,197,5506,50
23.8,198,5528,50
23.8,199,5538,50
23.8,200,5557,49
23.9,201,5567,49
25.8,202,5597,49
24.3,203,5612,49
23.7,204,5623,49
23.9,205,5642,49
23.4,206,5650,49
23.5,207,5675,48
22.3,208,5686,48
23.1,209,5706,48
23.6,210,5726,48
24.2,211,5750,48
25.4,212,5780,47
25.4,213,5796,47
25.8,214,5812,47
25.9,215,5823,47
25.9,216,5843,47
26.8,217,5869,47
26.8,218,5890,46
26.6,219,5909,46
26.5,220,5925,46
26.2,221,5939,46
26.6,222,5956,46
26.5,223,5972,46
26.2,224,5983,46
26.3,225,6009,45
26.5,226,6027,45
27.5,227,6063,45
27.5,228,6078,45
27.9,229,6113,44
27.3,230,6127,44
26.5,231,6139,44
26.7,232,6150,44
26.4,233,6159,44
26.7,234,6188,44
26.9,235,6211,44
27.0,236,6232,43
28.2,237,6255,43
28.3,238,6267,43
28.3,239,6284,43
28.7,240,6308,43
28.2,241,6360,42
27.1,242,6388,42
26.9,243,6411,42
27.2,244,6429,42
26.8,245,6443,42
26.0,246,6456,41
26.0,247,6480,41
26.1,248,6492,41
25.9,249,6505,41
26.0,250,6524,41
25.0,251,6537,41
25.1,252,6564,40
25.0,253,6582,40
24.4,254,6609,40
24.2,255,6618,40
24.4,256,6632,40
23.7,257,6650,40
23.9,258,6663,40
24.6,259,6684,39
23.8,260,6693,39
23.4,261,6702,39
23.2,262,6746,39
23.2,263,6764,39
23.4,264,6778,38
23.5,265,6796,38
23.7,266,6811,38
23.5,267,6822,38
23.8,268,6840,38
23.9,269,6860,38
23.8,270,6872,38
23.9,271,6885,38
24.0,272,6909,37
23.7,273,6932,37
23.2,274,6945,37
22.5,275,6955,37
22.1,276,6966,37
22.5,277,6989,37
22.2,278,7008,36
22.0,279,7021,36
22.5,280,7033,36
23.5,281,7048,36
23.1,282,7063,36
23.4,283,7084,36
24.3,284,7106,36
24.4,285,7122,35
24.4,286,7135,35
24.7,287,7148,35
23.2,288,7167,35
23.9,289,7184,35
24.1,290,7203,35
24.1,291,7219,35
24.1,292,7229,34
24.4,293,7250,34
24.4,294,7265,34
24.7,295,7277,34
24.7,296,7287,34
25.0,297,7299,34
25.6,298,7322,34
25.6,299,7336,33
26.0,300,7351,33
26.3,301,7367,33
24.1,302,7390,33
24.4,303,7405,33
24.6,304,7422,33
25.6,305,7453,32
25.8,306,7465,32
26.6,307,7487,32
26.4,308,7510,32
25.7,309,7528,32
25.1,310,7549,32
24.5,311,7581,31
22.8,312,7601,31
22.7,313,7637,31
22.3,314,7650,31
22.1,315,7679,30
21.7,316,7690,30
20.7,317,7703,30
20.6,318,7722,30
20.7,319,7735,30
21.0,320,7745,30
21.8,321,7764,30
21.9,322,7784,29
22.0,323,7798,29
21.8,324,7813,29
21.5,325,7824,29
21.7,326,7838,29
20.6,327,7854,29
21.2,328,7869,29
21.1,329,7878,29
21.1,330,7888,29
21.0,331,7901,28
21.4,332,7918,28
21.4,333,7930,28
21.4,334,7947,28
21.6,335,7968,28
21.2,336,7984,28
21.1,337,8008,27
21.0,338,8017,27
21.2,339,8033,27
21.8,340,8059,27
22.3,341,8073,27
22.4,342,8084,27
22.4,343,8099,27
21.9,344,8123,26
21.7,345,8132,26
21.4,346,8147,26
22.0,347,8169,26
21.8,348,8200,26
21.7,349,8215,26
21.9,350,8228,25
22.0,351,8236,25
22.4,352,8248,25
22.6,353,8261,25
22.8,354,8274,25
23.3,355,8291,25
23.4,356,8304,25
24.4,357,8329,25
24.2,358,8342,24
23.7,359,8353,24
24.2,360,8369,24
24.3,361,8381,24
24.6,362,8394,24
25.3,363,8412,24
25.0,364,8428,24
25.2,365,8440,24
25.9,366,8456,23
26.3,367,8469,23
26.0,368,8479,23
25.8,369,8492,23
25.9,370,8502,23
25.9,371,8517,23
25.7,372,8533,23
25.7,373,8566,22
25.8,374,8577,22
26.4,375,8598,22
26.7,376,8612,22
27.0,377,8628,22
26.9,378,8641,22
27.4,379,8655,22
27.6,380,8669,21
27.2,381,8679,21
27.2,382,8720,21
27.0,383,8747,21
26.4,384,8757,21
26.6,385,8771,21
26.7,386,8782,20
26.4,387,8788,20
26.0,388,8801,20
25.6,389,8813,20
25.4,390,8821,20
25.7,391,8835,20
25.8,392,8844,20
25.8,393,8857,20
26.0,394,8869,20
26.0,395,8880,20
26.3,396,8891,19
26.2,397,8904,19
25.4,398,8910,19
25.6,399,8923,19
25.3,400,8932,19
25.5,401,8946,19
25.8,402,8956,19
26.0,403,8975,19
26.1,404,8990,19
25.1,405,9003,18
25.4,406,9018,18
24.9,407,9029,18
25.1,408,9043,18
24.6,409,9127,17
24.6,410,9143,17
25.2,411,9163,17
25.3,412,9174,17
25.6,413,9194,17
27.9,414,9222,17
28.0,415,9274,16
28.0,416,9296,16
28.1,417,9308,16
27.8,418,9318,16
27.8,419,9331,16
27.6,420,9342,15
26.9,421,9357,15
26.6,422,9377,15
26.5,423,9403,15
26.6,424,9415,15
26.5,425,9424,15
26.3,426,9438,15
26.4,427,9452,14
25.9,428,9465,14
26.1,429,9477,14
26.1,430,9487,14
26.4,431,9502,14
25.9,432,9511,14
26.3,433,9525,14
26.4,434,9545,14
26.3,435,9561,13
26.6,436,9580,13
26.7,437,9600,13
27.3,438,9616,13
27.3,439,9631,13
26.9,440,9649,13
27.0,441,9663,13
27.6,442,9685,12
27.7,443,9712,12
27.6,444,9738,12
27.5,445,9757,12
28.0,446,9775,12
27.6,447,9787,11
28.2,448,9800,11
28.1,449,9807,11
28.6,450,9821,11
29.2,451,9835,11
29.1,452,9844,11
29.0,453,9852,11
28.8,454,9860,11
28.9,455,9876,11
28.6,456,9884,11
27.3,457,9897,10
27.2,458,9904,10
27.1,459,9913,10
26.7,460,9923,10
26.7,461,9932,10
26.7,462,9944,10
26.3,463,9956,10
26.2,464,9964,10
26.1,465,9973,10
25.5,466,9985,10
25.6,467,9998,10
25.6,468,10004,9
25.4,469,10012,9
25.4,470,10023,9
25.4,471,10031,9
25.2,472,10041,9
25.7,473,10056,9
25.6,474,10064,9
25.3,475,10074,9
25.2,476,10085,9
24.8,477,10097,9
24.7,478,10106,9
24.3,479,10117,9
24.5,480,10132,9
24.6,481,10144,9
25.0,482,10157,9
25.0,483,10170,9
25.6,484,10185,9
25.4,485,10196,9
25.5,486,10209,9
25.9,487,10221,9
25.8,488,10229,9
26.2,489,10247,9
26.2,490,10255,9
26.0,491,10270,9
26.4,492,10283,9
25.9,493,10289,9
26.1,494,10304,9
26.1,495,10314,9
26.1,496,10325,9
26.3,497,10337,9
26.6,498,10348,9
26.4,499,10354,9
26.4,500,10362,9
26.3,501,10374,9
26.4,502,10386,9
26.1,503,10397,9
26.2,504,10411,9
26.5,505,10425,9
26.0,506,10433,9
25.9,507,10445,9
26.3,508,10458,9
26.7,509,10469,9
27.2,510,10485,9
26.7,511,10492,9
26.9,512,10505,9
26.5,513,10514,9
24.7,514,10527,9
25.0,515,10538,9
25.1,516,10545,9
25.0,517,10553,9
25.1,518,10565,9
25.0,519,10573,9
25.6,520,10588,9
25.6,521,10599,9
25.5,522,10608,9
25.8,523,10620,9
26.0,524,10632,9
26.1,525,10640,9
26.5,526,10653,9
26.3,527,10660,9
26.2,528,10669,9
26.1,529,10681,9
26.8,530,10696,9
26.8,531,10710,9
26.9,532,10720,9
26.5,533,10729,9
26.1,534,10737,9
26.0,535,10750,9
26.1,536,10767,9
25.3,537,10779,9
25.1,538,10792,9
25.0,539,10804,9
24.8,540,10818,9
24.8,541,10828,9
24.3,542,10836,9
23.9,543,10846,9
24.0,544,10853,9
24.8,545,10868,9
25.4,546,10887,9
25.4,547,10896,9
25.1,548,10905,9
25.1,549,10913,9
24.6,550,10921,9
24.2,551,10933,9
24.7,552,10949,9
25.2,553,10962,9
25.5,554,10974,9
25.1,555,10984,9
25.4,556,10998,9
25.2,557,11007,9
25.6,558,11020,9
25.5,559,11028,9
25.8,560,11041,9
26.2,561,11054,9
26.4,562,11067,9
26.5,563,11079,9
26.5,564,11090,9
27.2,565,11107,9
27.5,566,11122,9
27.7,567,11137,9
28.1,568,11150,9
28.7,569,11165,9
29.0,570,11178,9
29.0,571,11185,9
29.1,572,11196,9
29.0,573,11209,9
29.3,574,11222,9
30.2,575,11241,9
30.0,576,11250,9
30.4,577,11265,9
30.9,578,11279,9
31.0,579,11290,9
31.1,580,11304,9
30.8,581,11312,9
31.8,582,11334,9
31.6,583,11341,9
31.1,584,11355,9
30.8,585,11362,9
30.8,586,11374,9
30.7,587,11384,9
31.1,588,11397,9
31.1,589,11411,9
31.3,590,11421,9
31.3,591,11435,9
31.1,592,11448,9
31.4,593,11459,9
31.0,594,11472,9
31.0,595,11482,9
31.0,596,11495,9
31.3,597,11510,9
31.4,598,11522,9
31.8,599,11535,9
32.2,600,11548,9
32.0,601,11555,9
31.8,602,11567,9
31.6,603,11579,9
31.6,604,11592,9
31.2,605,11602,9
31.4,606,11613,9
31.5,607,11626,9
31.1,608,11634,9
31.0,609,11645,9
31.0,610,11658,9
31.1,611,11667,9
30.8,612,11677,9
31.0,613,11688,9
30.6,614,11697,9
31.3,615,11714,9
31.2,616,11722,9
31.5,617,11735,9
31.6,618,11748,9
32.3,619,11763,9
32.0,620,11775,9
32.0,621,11789,9
32.1,622,11800,9
31.9,623,11811,9
32.1,624,11824,9
32.3,625,11839,9
31.8,626,11846,9
32.3,627,11859,9
33.8,628,11879,9
33.7,629,11889,9
33.2,630,11905,9
33.4,631,11919,9
33.7,632,11932,9
33.9,633,11944,9
33.9,634,11954,9
34.0,635,11967,9
33.8,636,11981,9
33.5,637,11988,9
33.1,638,11996,9
32.9,639,12006,9
32.9,640,12020,9
33.1,641,12032,9
33.1,642,12040,9
33.0,643,12048,9
33.5,644,12063,9
33.6,645,12079,9
32.9,646,12092,9
33.0,647,12102,9
32.9,648,12110,9
33.4,649,12124,9
33.4,650,12131,9
33.1,651,12139,9
32.5,652,12146,9
32.3,653,12158,9
32.4,654,12174,9
32.4,655,12184,9
32.5,656,12200,9
32.4,657,12208,9
32.2,658,12220,9
32.6,659,12234,9
32.4,660,12245,9
32.5,661,12258,9
32.3,662,12269,9
32.3,663,12280,9
32.2,664,12289,9
31.8,665,12301,9
31.4,666,12311,9
30.7,667,12319,9
30.4,668,12332,9
30.6,669,12350,9
30.5,670,12365,9
30.7,671,12378,9
30.8,672,12390,9
31.1,673,12405,9
30.9,674,12419,9
29.8,675,12426,9
29.7,676,12433,9
29.3,677,12445,9
29.5,678,12462,9
29.5,679,12472,9
29.3,680,12490,9
29.6,681,12501,9
28.7,682,12514,9
28.9,683,12526,9
28.6,684,12534,9
29.2,685,12549,9
28.9,686,12557,9
29.0,687,12573,9
28.9,688,12585,9
28.6,689,12600,9
28.6,690,12610,9
28.3,691,12618,9
28.4,692,12631,9
28.8,693,12646,9
28.9,694,12657,9
29.1,695,12672,9
29.3,696,12687,9
29.1,697,12700,9
28.8,698,12708,9
28.6,699,12721,9
28.2,700,12730,9
28.2,701,12737,9
28.2,702,12748,9
28.5,703,12760,9
28.0,704,12769,9
28.2,705,12781,9
28.1,706,12794,9
28.3,707,12810,9
28.5,708,12821,9
29.4,709,12838,9
29.0,710,12847,9
29.3,711,12859,9
29.8,712,12872,9
29.7,713,12887,9
29.9,714,12898,9
29.0,715,12905,9
29.2,716,12917,9
29.0,717,12925,9
28.7,718,12933,9
28.3,719,12946,9
28.2,720,12957,9
28.0,721,12966,9
28.4,722,12982,9
28.2,723,12990,9
28.0,724,13001,9
28.0,725,13013,9
28.0,726,13020,9
27.9,727,13033,9
26.4,728,13043,9
26.9,729,13057,9
26.8,730,13070,9
26.6,731,13083,9
26.5,732,13096,9
26.8,733,13110,9
27.2,734,13123,9
27.2,735,13136,9
26.9,736,13147,9
27.1,737,13159,9
27.7,738,13174,9
27.6,739,13181,9
27.2,740,13190,9
26.9,741,13198,9
27.1,742,13209,9
27.0,743,13220,9
26.8,744,13231,9
26.3,745,13246,9
26.0,746,13254,9
25.9,747,13265,9
26.0,748,13273,9
25.9,749,13286,9
26.2,750,13299,9
26.3,751,13309,9
26.5,752,13324,9
26.3,753,13334,9
26.1,754,13346,9
26.1,755,13353,9
25.7,756,13363,9
25.9,757,13378,9
26.0,758,13389,9
25.7,759,13400,9
26.1,760,13413,9
25.9,761,13424,9
25.7,762,13436,9
25.6,763,13447,9
25.6,764,13456,9
25.7,765,13471,9
25.7,766,13481,9
26.0,767,13494,9
26.1,768,13507,9
25.5,769,13518,9
25.4,770,13529,9
25.4,771,13541,9
25.3,772,13552,9
25.0,773,13563,9
25.7,774,13580,9
26.1,775,13593,9
26.6,776,13606,9
26.6,777,13619,9
26.2,778,13631,9
26.3,779,13643,9
26.4,780,13656,9
26.7,781,13670,9
26.4,782,13680,9
26.5,783,13695,9
26.8,784,13707,9
26.4,785,13716,9
26.4,786,13723,9
26.5,787,13737,9
26.8,788,13751,9
26.9,789,13765,9
26.8,790,13775,9
26.8,791,13784,9
26.5,792,13795,9
26.4,793,13809,9
26.5,794,13820,9
26.4,795,13832,9
26.1,796,13844,9
25.9,797,13854,9
26.3,798,13868,9
26.2,799,13879,9
26.8,800,13896,9
27.0,801,13907,9
27.1,802,13918,9
27.0,803,13929,9
27.7,804,13946,9
27.6,805,13957,9
27.4,806,13966,9
26.9,807,13973,9
26.7,808,13982,9
25.9,809,13993,9
26.0,810,14004,9
25.8,811,14014,9
25.4,812,14021,9
25.7,813,14034,9
26.0,814,14048,9
26.4,815,14061,9
26.4,816,14074,9
26.4,817,14083,9
26.6,818,14093,9
26.8,819,14106,9
26.7,820,14116,9
26.8,821,14126,9
26.4,822,14135,9
26.8,823,14148,9
27.2,824,14164,9
27.4,825,14178,9
27.6,826,14189,9
27.3,827,14199,9
27.5,828,14211,9
26.9,829,14221,9
26.9,830,14234,9
26.8,831,14246,9
27.0,832,14260,9
26.6,833,14269,9
26.3,834,14279,9
25.8,835,14286,9
25.7,836,14294,9
25.8,837,14308,9
25.5,838,14320,9
25.7,839,14331,9
25.8,840,14343,9
26.2,841,14356,9
26.0,842,14365,9
26.2,843,14377,9
26.0,844,14385,9
26.1,845,14398,9
26.2,846,14409,9
26.1,847,14417,9
26.2,848,14425,9
26.1,849,14438,9
26.0,850,14449,8
26.0,851,14458,8
25.9,852,14466,8
26.0,853,14478,8
26.4,854,14496,8
26.7,855,14507,8
26.6,856,14518,8
26.7,857,14529,8
26.9,858,14543,8
27.0,859,14554,8
26.6,860,14564,8
26.5,861,14579,8
27.1,862,14595,8
27.4,863,14608,8
27.6,864,14619,8
27.6,865,14632,8
27.5,866,14641,8
27.5,867,14653,8
27.3,868,14661,8
27.5,869,14676,8
28.0,870,14691,8
27.8,871,14701,8
27.7,872,14710,8
28.0,873,14726,8
27.2,874,14734,8
26.9,875,14744,8
26.7,876,14755,8
26.3,877,14762,8
26.4,878,14774,8
26.3,879,14785,8
26.1,880,14798,8
25.9,881,14811,8
25.9,882,14823,8
25.7,883,14830,8
25.4,884,14840,8
25.9,885,14857,8
26.4,886,14873,8
26.4,887,14886,8
25.8,888,14893,8
25.8,889,14910,8
25.8,890,14920,8
25.9,891,14929,8
26.1,892,14940,8
26.0,893,14954,8
25.9,894,14962,8
25.6,895,14972,8
25.5,896,14983,8
25.9,897,14996,8
25.9,898,15009,8
26.0,899,15020,8
25.7,900,15032,8
25.5,901,15040,8
25.4,902,15051,8
25.4,903,15061,8
25.0,904,15076,8
25.2,905,15089,8
25.8,906,15105,8
26.0,907,15117,8
26.1,908,15127,8
26.2,909,15140,8
26.3,910,15151,8
26.4,911,15164,8
26.8,912,15180,8
26.5,913,15190,8
26.0,914,15201,8
25.9,915,15211,8
25.9,916,15223,8
25.8,917,15230,8
25.8,918,15240,8
26.2,919,15257,8
26.3,920,15269,8
26.3,921,15279,8
26.2,922,15288,8
26.0,923,15299,8
25.4,924,15308,8
24.9,925,15316,8
24.8,926,15329,8
25.3,927,15342,8
25.3,928,15354,8
25.4,929,15364,8
25.4,930,15378,8
25.5,931,15390,8
25.2,932,15402,8
25.4,933,15413,8
25.3,934,15421,8
25.6,935,15435,8
26.1,936,15448,8
26.1,937,15461,8
25.9,938,15470,8
25.8,939,15479,8
26.1,940,15492,8
26.0,941,15506,8
26.1,942,15517,8
26.5,943,15532,8
26.8,944,15544,8
26.4,945,15552,8
26.3,946,15560,8
27.0,947,15575,8
27.1,948,15586,8
27.1,949,15600,8
27.0,950,15609,8
27.2,951,15622,8
27.4,952,15634,8
27.3,953,15642,8
27.3,954,15655,8
27.0,955,15661,8
27.3,956,15674,8
27.3,957,15685,8
26.8,958,15693,8
27.0,959,15708,8
26.9,960,15716,8
26.8,961,15727,8
26.2,962,15735,8
25.8,963,15744,8
25.7,964,15752,8
25.3,965,15759,8
25.8,966,15773,8
25.6,967,15785,8
25.8,968,15796,8
25.7,969,15809,8
25.6,970,15822,8
25.7,971,15833,8
25.9,972,15847,8
25.6,973,15861,8
25.8,974,15873,8
25.9,975,15884,8
26.0,976,15896,8
26.3,977,15908,8
26.2,978,15919,8
26.6,979,15935,8
26.6,980,15945,8
26.5,981,15957,8
26.6,982,15970,8
26.8,983,15982,8
26.8,984,15991,8
26.3,985,16001,8
26.0,986,16012,8
25.9,987,16025,8
26.6,988,16040,8
26.3,989,16051,8
26.4,990,16062,8
26.3,991,16070,8
26.1,992,16078,8
25.7,993,16089,8
26.1,994,16101,8
26.1,995,16109,8
26.1,996,16119,8
25.8,997,16132,8
25.5,998,16143,8
25.9,999,16158,8
25.8,1000,16170,8
26.2,1001,16183,8
26.0,1002,16191,8
26.2,1003,16202,8
25.9,1004,16212,8
25.6,1005,16221,8
25.2,1006,16231,8
25.1,1007,16242,8
25.2,1008,16254,8
24.9,1009,16262,8
24.7,1010,16269,8
24.6,1011,16281,8
24.1,1012,16288,8
24.3,1013,16299,8
24.6,1014,16313,8
24.5,1015,16321,8
24.7,1016,16334,8
25.1,1017,16347,8
25.0,1018,16356,8
24.6,1019,16369,8
24.6,1020,16380,8
25.1,1021,16394,8
25.0,1022,16400,8
25.2,1023,16413,8
25.3,1024,16424,8
25.4,1025,16433,8
25.8,1026,16447,8
25.5,1027,16457,8
25.6,1028,16471,8
25.5,1029,16481,8
25.7,1030,16494,8
25.8,1031,16507,8
25.8,1032,16519,8
26.1,1033,16532,8
26.1,1034,16540,8
26.2,1035,16553,8
26.2,1036,16566,8
26.1,1037,16580,8
26.2,1038,16591,8
26.5,1039,16605,8
26.4,1040,16618,8
26.3,1041,16634,8
26.2,1042,16641,8
26.1,1043,16654,8
25.7,1044,16661,8
25.9,1045,16672,8
26.3,1046,16685,8
26.0,1047,16697,8
26.0,1048,16707,8
25.7,1049,16719,8
25.7,1050,16726,8
25.5,1051,16738,8
25.8,1052,16753,8
26.0,1053,16764,8
25.6,1054,16775,8
25.7,1055,16784,8
25.4,1056,16794,8
25.2,1057,16801,8
25.2,1058,16813,8
25.1,1059,16825,8
25.1,1060,16833,8
25.0,1061,16842,8
25.1,1062,16852,8
25.4,1063,16866,8
25.8,1064,16879,8
26.0,1065,16890,8
25.8,1066,16907,8
26.3,1067,16921,8
26.1,1068,16929,8
26.1,1069,16942,8
25.6,1070,16949,8
25.5,1071,16959,8
25.5,1072,16971,8
25.3,1073,16981,8
25.2,1074,16991,8
25.4,1075,17005,8
25.5,1076,17020,8
25.6,1077,17033,8
25.8,1078,17047,8
25.3,1079,17056,8
25.6,1080,17069,8
25.5,1081,17080,8
25.6,1082,17093,8
25.4,1083,17100,8
25.5,1084,17110,8
25.4,1085,17119,8
25.5,1086,17131,8
25.3,1087,17141,8
24.8,1088,17151,8
24.8,1089,17163,8
24.6,1090,17175,8
24.8,1091,17185,8
24.8,1092,17193,8
25.2,1093,17206,8
24.7,1094,17215,8
24.7,1095,17221,8
25.1,1096,17236,8
25.2,1097,17249,8
25.3,1098,17262,8
24.8,1099,17271,8
24.5,1100,17279,8
24.3,1101,17290,8
24.3,1102,17297,8
24.3,1103,17308,8
24.3,1104,17316,8
24.5,1105,17329,8
24.4,1106,17337,8
24.3,1107,17347,8
24.3,1108,17359,8
24.8,1109,17376,8
24.7,1110,17382,8
25.1,1111,17396,8
25.2,1112,17406,8
25.5,1113,17422,8
25.1,1114,17429,8
25.0,1115,17436,8
24.9,1116,17449,8
24.4,1117,17455,8
24.7,1118,17468,8
24.4,1119,17477,8
24.6,1120,17493,8
24.2,1121,17508,8
24.2,1122,17515,8
24.2,1123,17528,8
24.2,1124,17540,8
24.3,1125,17550,8
23.7,1126,17560,8
23.7,1127,17570,8
23.6,1128,17583,8
23.6,1129,17590,8
23.1,1130,17597,8
22.7,1131,17606,8
22.6,1132,17617,8
22.9,1133,17633,8
23.2,1134,17646,8
23.4,1135,17661,8
23.2,1136,17672,8
23.4,1137,17688,8
23.5,1138,17703,8
23.2,1139,17713,8
23.1,1140,17724,8
22.9,1141,17735,8
22.9,1142,17745,8
23.1,1143,17759,8
23.5,1144,17772,8
23.8,1145,17785,8
23.4,1146,17793,8
23.2,1147,17802,8
23.2,1148,17812,8
23.3,1149,17825,8
23.7,1150,17839,8
23.6,1151,17849,8
23.6,1152,17862,8
23.3,1153,17870,8
23.5,1154,17882,8
23.7,1155,17894,8
23.8,1156,17906,8
24.0,1157,17917,8
24.2,1158,17932,8
24.0,1159,17942,8
24.5,1160,17956,8
24.6,1161,17966,8
24.7,1162,17977,8
24.5,1163,17988,8
24.5,1164,18002,8
24.2,1165,18010,8
24.1,1166,18020,8
23.7,1167,18032,8
24.2,1168,18047,8
23.9,1169,18059,8
24.4,1170,18072,8
24.6,1171,18084,8
24.7,1172,18097,8
24.6,1173,18105,8
24.4,1174,18113,8
24.3,1175,18124,8
24.0,1176,18134,8
24.1,1177,18149,8
24.1,1178,18162,8
24.6,1179,18176,8
24.4,1180,18189,8
24.5,1181,18201,8
24.2,1182,18212,8
24.2,1183,18220,8
24.3,1184,18231,8
24.6,1185,18243,8
24.8,1186,18256,8
24.9,1187,18266,8
24.7,1188,18272,8
24.9,1189,18286,8
25.0,1190,18297,8
25.1,1191,18308,8
25.1,1192,18316,8
24.6,1193,18325,8
24.8,1194,18336,8
25.3,1195,18349,8
25.2,1196,18361,8
25.1,1197,18373,8
24.8,1198,18380,8
25.4,1199,18394,8
25.4,1200,18402,8
25.2,1201,18411,8
25.7,1202,18425,8
25.6,1203,18434,8
25.9,1204,18446,8
26.3,1205,18462,8
26.4,1206,18473,8
26.5,1207,18483,8
26.2,1208,18491,8
25.7,1209,18499,8
26.0,1210,18509,8
25.5,1211,18520,8
25.5,1212,18527,8
25.2,1213,18537,8
25.2,1214,18546,8
25.3,1215,18553,8
25.7,1216,18568,8
26.4,1217,18582,8
26.4,1218,18596,8
26.8,1219,18609,8
26.3,1220,18617,8
26.3,1221,18627,8
26.6,1222,18642,8
26.9,1223,18655,8
26.9,1224,18667,8
27.2,1225,18680,8
28.0,1226,18695,8
28.1,1227,18705,8
27.7,1228,18712,8
27.9,1229,18722,8
28.2,1230,18735,8
28.2,1231,18745,8
28.2,1232,18756,8
28.0,1233,18770,8
27.8,1234,18780,8
27.8,1235,18794,8
27.7,1236,18804,8
27.7,1237,18817,8
27.6,1238,18829,8
27.8,1239,18840,8
27.9,1240,18852,8
27.9,1241,18867,8
28.0,1242,18879,8
28.0,1243,18893,7
27.6,1244,18902,7
27.2,1245,18911,7
