mean 100 episode reward,episodes,steps,% time spent exploring
-9.9,2,22,99
-7.4,3,35,99
-6.6,4,51,99
-15.1,5,93,99
-4.3,6,158,98
-7.4,7,199,98
-6.8,8,210,98
-9.7,9,282,97
-10.3,10,307,97
-7.4,11,329,97
-6.8,12,363,96
-6.1,13,387,96
-6.0,14,408,96
-6.3,15,438,96
-6.1,16,449,95
-6.2,17,472,95
-6.1,18,495,95
-6.2,19,530,95
