mean 100 episode reward,Success rate,% time spent exploring,Collision rate,episodes,steps
-52.7,0.0,99,0.0,2,17
-57.9,0.0,99,0.5,3,42
-57.6,0.0,98,0.3333333333333333,4,63
-54.7,0.0,98,0.25,5,79
-55.3,0.0,98,0.2,6,100
-57.4,0.0,97,0.16666666666666666,7,127
-59.2,0.0,97,0.2857142857142857,8,153
-56.5,0.0,97,0.25,9,164
-56.4,0.0,96,0.3333333333333333,10,184
-56.7,0.0,96,0.3,11,208
-56.2,0.0,95,0.36363636363636365,12,227
-55.3,0.0,95,0.4166666666666667,13,244
-55.7,0.0,95,0.38461538461538464,14,267
-55.5,0.0,94,0.42857142857142855,15,286
-56.5,0.0,94,0.4666666666666667,16,315
-58.0,0.0,93,0.5,17,347
-57.7,0.0,93,0.47058823529411764,18,367
-58.0,0.0,92,0.5,19,390
-57.6,0.0,92,0.47368421052631576,20,408
-57.8,0.0,92,0.45,21,431
-57.8,0.047619047619047616,91,0.42857142857142855,22,467
-58.1,0.045454545454545456,91,0.45454545454545453,23,495
-57.1,0.043478260869565216,90,0.43478260869565216,24,507
-57.8,0.041666666666666664,90,0.4583333333333333,25,541
-58.3,0.04,89,0.44,26,573
-58.2,0.038461538461538464,89,0.4230769230769231,27,594
-58.1,0.07407407407407407,88,0.4074074074074074,28,629
-57.9,0.07142857142857142,88,0.39285714285714285,29,647
-57.7,0.06896551724137931,88,0.3793103448275862,30,666
-58.3,0.06666666666666667,87,0.36666666666666664,31,700
-58.0,0.06451612903225806,87,0.3548387096774194,32,715
-58.2,0.0625,86,0.34375,33,741
-58.3,0.06060606060606061,86,0.36363636363636365,34,763
-58.7,0.058823529411764705,85,0.35294117647058826,35,793
-58.6,0.05714285714285714,85,0.37142857142857144,36,813
-58.2,0.05555555555555555,85,0.3611111111111111,37,829
-58.2,0.08108108108108109,84,0.35135135135135137,38,864
-58.2,0.07894736842105263,83,0.34210526315789475,39,891
-58.7,0.07692307692307693,83,0.358974358974359,40,921
-58.6,0.075,83,0.35,41,941
-58.7,0.07317073170731707,82,0.34146341463414637,42,966
-58.4,0.07142857142857142,82,0.35714285714285715,43,985
-58.6,0.06976744186046512,81,0.3488372093023256,44,1012
-58.4,0.06818181818181818,81,0.3409090909090909,45,1031
-58.2,0.06666666666666667,81,0.35555555555555557,46,1050
-58.2,0.06521739130434782,80,0.34782608695652173,47,1069
-58.3,0.06382978723404255,80,0.3617021276595745,48,1090
-58.1,0.0625,80,0.3541666666666667,49,1106
-57.9,0.061224489795918366,79,0.3469387755102041,50,1123
-58.2,0.06,79,0.34,51,1152
-58.2,0.058823529411764705,78,0.3333333333333333,52,1170
-58.6,0.057692307692307696,78,0.3269230769230769,53,1203
-59.0,0.05660377358490566,77,0.33962264150943394,54,1234
-59.1,0.05555555555555555,77,0.3333333333333333,55,1259
-58.8,0.05454545454545454,77,0.32727272727272727,56,1275
-58.6,0.05357142857142857,76,0.32142857142857145,57,1290
-58.6,0.07017543859649122,76,0.3157894736842105,58,1327
-58.7,0.06896551724137931,75,0.3103448275862069,59,1353
-59.0,0.06779661016949153,75,0.3220338983050847,60,1382
-58.9,0.06666666666666667,74,0.31666666666666665,61,1403
-58.8,0.06557377049180328,74,0.3114754098360656,62,1421
-59.0,0.06451612903225806,73,0.3064516129032258,63,1446
-58.9,0.06349206349206349,73,0.31746031746031744,64,1467
-59.0,0.0625,73,0.328125,65,1494
-58.9,0.06153846153846154,72,0.3230769230769231,66,1510
-59.0,0.06060606060606061,72,0.3181818181818182,67,1535
-58.9,0.05970149253731343,72,0.31343283582089554,68,1554
-58.6,0.058823529411764705,71,0.3088235294117647,69,1565
-58.5,0.057971014492753624,71,0.30434782608695654,70,1583
-58.7,0.05714285714285714,71,0.3,71,1609
-58.8,0.056338028169014086,70,0.30985915492957744,72,1634
-58.8,0.05555555555555555,70,0.3055555555555556,73,1655
-58.8,0.0547945205479452,69,0.3013698630136986,74,1675
-58.6,0.05405405405405406,69,0.2972972972972973,75,1691
-58.7,0.05333333333333334,69,0.29333333333333333,76,1713
-58.7,0.05263157894736842,68,0.2894736842105263,77,1736
-58.7,0.05194805194805195,68,0.2987012987012987,78,1758
-58.9,0.05128205128205128,67,0.3076923076923077,79,1787
-58.9,0.05063291139240506,67,0.3037974683544304,80,1812
-59.0,0.05,66,0.3125,81,1837
-59.0,0.04938271604938271,66,0.30864197530864196,82,1859
-59.1,0.04878048780487805,66,0.3048780487804878,83,1882
-59.2,0.04819277108433735,65,0.30120481927710846,84,1906
-59.2,0.047619047619047616,65,0.30952380952380953,85,1933
-59.3,0.047058823529411764,64,0.3058823529411765,86,1959
-59.2,0.046511627906976744,64,0.3023255813953488,87,1979
-59.2,0.04597701149425287,63,0.2988505747126437,88,2001
-59.2,0.045454545454545456,63,0.3068181818181818,89,2023
-59.2,0.0449438202247191,63,0.30337078651685395,90,2049
-59.4,0.044444444444444446,62,0.3,91,2077
-59.4,0.04395604395604396,62,0.2967032967032967,92,2099
-59.5,0.043478260869565216,61,0.29347826086956524,93,2121
-59.2,0.043010752688172046,61,0.2903225806451613,94,2134
-59.2,0.0425531914893617,61,0.2872340425531915,95,2155
-59.4,0.042105263157894736,60,0.28421052631578947,96,2187
-59.5,0.041666666666666664,60,0.28125,97,2219
-59.3,0.041237113402061855,59,0.27835051546391754,98,2232
-59.3,0.04081632653061224,59,0.2755102040816326,99,2255
-59.4,0.04040404040404041,58,0.2727272727272727,100,2285
-59.4,0.04,58,0.27,101,2307
-59.3,0.04,58,0.27,102,2323
-59.2,0.04,57,0.26,103,2342
-59.3,0.04,57,0.27,104,2364
-59.4,0.04,57,0.27,105,2382
-59.3,0.04,56,0.27,106,2399
-59.2,0.04,56,0.27,107,2422
-59.0,0.04,56,0.26,108,2436
-59.2,0.05,55,0.26,109,2473
-59.3,0.05,55,0.25,110,2499
-59.1,0.05,54,0.25,111,2510
-59.2,0.05,54,0.24,112,2530
-59.2,0.05,54,0.23,113,2546
-59.1,0.05,53,0.23,114,2563
-58.9,0.05,53,0.22,115,2577
-58.8,0.05,53,0.22,116,2600
-58.6,0.05,52,0.21,117,2623
-58.7,0.05,52,0.21,118,2647
-58.6,0.05,51,0.2,119,2667
-58.7,0.05,51,0.2,120,2689
-58.9,0.05,51,0.2,121,2722
-58.9,0.04,50,0.21,122,2747
-58.8,0.04,50,0.2,123,2764
-59.2,0.04,49,0.2,124,2792
-59.0,0.04,49,0.19,125,2811
-58.7,0.04,49,0.19,126,2825
-58.7,0.04,48,0.19,127,2845
-58.7,0.03,48,0.19,128,2863
-58.8,0.03,48,0.19,129,2883
-58.9,0.04,47,0.19,130,2919
-58.6,0.04,47,0.19,131,2935
-58.6,0.04,46,0.19,132,2954
-58.4,0.04,46,0.19,133,2967
-58.4,0.04,46,0.18,134,2992
-58.2,0.05,45,0.18,135,3026
-58.1,0.05,45,0.17,136,3043
-58.3,0.05,44,0.17,137,3070
-58.3,0.04,44,0.18,138,3090
-58.2,0.04,44,0.18,139,3111
-57.9,0.04,43,0.17,140,3125
-57.8,0.04,43,0.17,141,3139
-57.8,0.04,43,0.17,142,3162
-58.0,0.04,42,0.17,143,3186
-57.9,0.04,42,0.17,144,3207
-58.0,0.04,41,0.17,145,3227
-58.0,0.04,41,0.17,146,3248
-57.9,0.04,41,0.18,147,3266
-57.8,0.04,40,0.17,148,3284
-57.7,0.04,40,0.17,149,3297
-57.8,0.04,40,0.17,150,3315
-57.7,0.04,39,0.17,151,3344
