(),<type 'float'>,"[40, 40]","[40, 40]","[40, 40]","[-1, -1]",0
(),<type 'float'>,"[40, 40]","[40, 40]","[40, 40]","[-1, -1]",0
"(-11.99638997041145, -2.399422216415444, 0.00900160822301906)","linear: 
  x: 0.0247313249779
  y: 0.00104627765046
  z: -0.00449051513858
angular: 
  x: -5.01151876342e-05
  y: 0.00249234846108
  z: 0.00193799645622","[40, 40]","[40, 40]","[40, 40]","[-1, -1]",0
