mean 100 episode reward,Success rate,% time spent exploring,Collision rate,episodes,steps
-59.7,0.0,99,0.0,2,20
-50.5,0.0,99,0.0,3,33
-51.3,0.0,99,0.0,4,51
-48.9,0.0,99,0.0,5,65
-53.2,0.0,99,0.2,6,93
-56.6,0.0,98,0.3333333333333333,7,121
-57.7,0.0,98,0.2857142857142857,8,146
-57.9,0.0,98,0.25,9,168
-56.9,0.0,98,0.2222222222222222,10,184
-56.7,0.0,98,0.3,11,205
-56.7,0.0,97,0.2727272727272727,12,225
-56.3,0.0,97,0.25,13,244
-56.4,0.0,97,0.23076923076923078,14,267
-57.9,0.0,97,0.21428571428571427,15,295
-57.5,0.0,97,0.2,16,313
-56.4,0.0,97,0.1875,17,325
-55.8,0.0,96,0.17647058823529413,18,341
-55.2,0.0,96,0.2222222222222222,19,358
-54.9,0.0,96,0.21052631578947367,20,375
-55.4,0.0,96,0.25,21,397
-54.8,0.0,96,0.23809523809523808,22,412
-55.3,0.0,96,0.22727272727272727,23,437
-54.9,0.0,95,0.21739130434782608,24,452
-56.2,0.0,95,0.20833333333333334,25,488
-55.8,0.0,95,0.2,26,502
-55.6,0.0,95,0.19230769230769232,27,521
-55.8,0.0,95,0.18518518518518517,28,544
-55.8,0.0,94,0.17857142857142858,29,566
-55.5,0.0,94,0.20689655172413793,30,584
-55.8,0.0,94,0.23333333333333334,31,608
-55.7,0.0,94,0.22580645161290322,32,627
-55.7,0.0,94,0.21875,33,647
-55.9,0.0,93,0.21212121212121213,34,671
-55.9,0.0,93,0.20588235294117646,35,692
-56.2,0.02857142857142857,93,0.2,36,728
-56.0,0.027777777777777776,93,0.19444444444444445,37,746
-55.5,0.02702702702702703,93,0.1891891891891892,38,758
-55.5,0.02631578947368421,92,0.18421052631578946,39,779
-55.7,0.02564102564102564,92,0.1794871794871795,40,805
-55.8,0.025,92,0.2,41,825
-55.8,0.024390243902439025,92,0.21951219512195122,42,845
-55.7,0.023809523809523808,92,0.21428571428571427,43,863
-55.9,0.023255813953488372,91,0.20930232558139536,44,890
-55.8,0.022727272727272728,91,0.20454545454545456,45,910
-56.1,0.022222222222222223,91,0.2,46,937
-56.0,0.021739130434782608,91,0.1956521739130435,47,957
-56.0,0.02127659574468085,91,0.19148936170212766,48,977
-56.3,0.020833333333333332,90,0.20833333333333334,49,1004
-56.6,0.02040816326530612,90,0.20408163265306123,50,1028
-56.6,0.02,90,0.2,51,1049
-56.2,0.0196078431372549,90,0.19607843137254902,52,1059
-56.2,0.038461538461538464,90,0.19230769230769232,53,1095
-56.0,0.03773584905660377,90,0.18867924528301888,54,1109
-56.2,0.037037037037037035,89,0.18518518518518517,55,1137
-56.2,0.03636363636363636,89,0.18181818181818182,56,1156
-56.5,0.03571428571428571,89,0.17857142857142858,57,1187
-56.8,0.03508771929824561,89,0.17543859649122806,58,1219
-57.0,0.05172413793103448,88,0.1724137931034483,59,1256
-56.9,0.05084745762711865,88,0.1864406779661017,60,1275
-56.8,0.05,88,0.18333333333333332,61,1292
-56.6,0.04918032786885246,88,0.18032786885245902,62,1307
-56.6,0.04838709677419355,88,0.1935483870967742,63,1328
-56.8,0.047619047619047616,87,0.19047619047619047,64,1354
-56.9,0.046875,87,0.1875,65,1376
-56.8,0.046153846153846156,87,0.18461538461538463,66,1393
-56.9,0.06060606060606061,87,0.18181818181818182,67,1430
-57.0,0.05970149253731343,86,0.1791044776119403,68,1454
-56.7,0.058823529411764705,86,0.17647058823529413,69,1467
-56.6,0.057971014492753624,86,0.17391304347826086,70,1485
-56.8,0.05714285714285714,86,0.17142857142857143,71,1514
-56.5,0.056338028169014086,86,0.16901408450704225,72,1527
-56.5,0.06944444444444445,85,0.16666666666666666,73,1562
-56.6,0.0684931506849315,85,0.1643835616438356,74,1590
-56.6,0.06756756756756757,85,0.16216216216216217,75,1611
-56.4,0.06666666666666667,85,0.16,76,1622
-56.5,0.06578947368421052,85,0.15789473684210525,77,1646
-56.6,0.06493506493506493,84,0.15584415584415584,78,1669
-56.5,0.0641025641025641,84,0.15384615384615385,79,1686
-56.7,0.06329113924050633,84,0.1518987341772152,80,1713
-56.7,0.0625,84,0.15,81,1733
-56.9,0.06172839506172839,84,0.14814814814814814,82,1764
-56.9,0.06097560975609756,83,0.14634146341463414,83,1784
-56.7,0.060240963855421686,83,0.14457831325301204,84,1795
-56.8,0.05952380952380952,83,0.14285714285714285,85,1820
-56.8,0.058823529411764705,83,0.1411764705882353,86,1841
-56.7,0.05813953488372093,83,0.13953488372093023,87,1856
-56.5,0.05747126436781609,83,0.13793103448275862,88,1869
-56.6,0.056818181818181816,82,0.13636363636363635,89,1895
-56.6,0.056179775280898875,82,0.14606741573033707,90,1915
